# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  ** VALKENBURG
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 235:         4.781       52.928       1.20  ** DE KOOY
# 240:         4.790       52.318      -3.30  ** SCHIPHOL
# 242:         4.921       53.241      10.80  VLIELAND
# 249:         4.979       52.644      -2.40  BERKHOUT
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 260:         5.180       52.100       1.90  ** DE BILT
# 265:         5.274       52.130      13.90  SOESTERBERG
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  ** LEEUWARDEN
# 273:         5.888       52.703      -3.30  MARKNESSE
# 275:         5.873       52.056      48.20  DEELEN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 278:         6.259       52.435       3.60  HEINO
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 280:         6.585       53.125       5.20  ** EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 290:         6.891       52.274      34.80  ** TWENTHE
# 310:         3.596       51.442       8.00  ** VLISSINGEN
# 319:         3.861       51.226       1.70  WESTDORPE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 344:         4.447       51.962      -4.30  ** ROTTERDAM
# 348:         4.926       51.970      -0.70  CABAUW
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 356:         5.146       51.859       0.70  HERWIJNEN
# 370:         5.377       51.451      22.60  ** EINDHOVEN
# 375:         5.707       51.659      22.00  VOLKEL
# 377:         5.763       51.198      30.00  ELL
# 380:         5.762       50.906     114.30  ** MAASTRICHT
# 391:         6.197       51.498      19.50  ARCEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# DDVEC    = Vectorgemiddelde windrichting in graden (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FHVEC    = Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHX      = Hoogste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHXH     = Uurvak waarin FHX is gemeten; 
# FHN      = Laagste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHNH     = Uurvak waarin FHN is gemeten; 
# FXX      = Hoogste windstoot (in 0.1 m/s); 
# FXXH     = Uurvak waarin FXX is gemeten; 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TNH      = Uurvak waarin TN is gemeten; 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# TXH      = Uurvak waarin TX is gemeten; 
# T10N     = Minimum temperatuur op 10 cm hoogte (in 0.1 graden Celsius); 
# T10NH    = 6-uurs tijdvak waarin T10N is gemeten; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur); 
# SP       = Percentage van de langst mogelijke zonneschijnduur; 
# Q        = Globale straling (in J/cm2); 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHXH     = Uurvak waarin RHX is gemeten; 
# EV24     = Referentiegewasverdamping (Makkink) (in 0.1 mm); 
# PG       = Etmaalgemiddelde luchtdruk herleid tot zeeniveau (in 0.1 hPa) berekend uit 24 uurwaarden; 
# PX       = Hoogste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa); 
# PXH      = Uurvak waarin PX is gemeten; 
# PN       = Laagste uurwaarde van de luchtdruk herleid tot zeeniveau (in 0.1 hPa); 
# PNH      = Uurvak waarin PN is gemeten; 
# VVN      = Minimum opgetreden zicht; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Uurvak waarin VVN is gemeten; 
# VVX      = Maximum opgetreden zicht; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Uurvak waarin VVX is gemeten; 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# UG       = Etmaalgemiddelde relatieve vochtigheid (in procenten); 
# UX       = Maximale relatieve vochtigheid (in procenten); 
# UXH      = Uurvak waarin UX is gemeten; 
# UN       = Minimale relatieve vochtigheid (in procenten); 
# UNH      = Uurvak waarin UN is gemeten; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  210,20160401,   29,    5,   20,   30,    1,    0,   22,   60,   11,   67,    4,    6,  125,   13,  -23,    6,  102,   79, 1762,    0,    0,    0,    1,   23,10204,10224,   10,10186,   24,     ,     ,     ,     ,     ,   80,   99,    4,   48,   12
  210,20160402,  130,   26,   28,   50,   17,   10,    1,   90,   23,  104,   65,    1,  127,   14,   56,    6,   15,   12, 1019,    0,   -1,   -1,   21,   15,10150,10183,    1,10097,   24,     ,     ,     ,     ,     ,   73,   88,    5,   58,   13
  210,20160403,  164,    8,   36,   50,    4,   20,   14,  100,    4,  135,  119,    1,  163,   11,  104,   24,   86,   66, 1651,   25,   28,   14,   24,   26,10080,10095,    9,10052,   24,     ,     ,     ,     ,     ,   83,   96,   24,   69,   15
  210,20160404,  202,   18,   29,   70,   12,    0,   24,  120,   10,  117,   86,   24,  146,   13,   65,   24,   23,   18,  748,     ,     ,     ,     ,   11,10049,10059,   19,10033,    4,     ,     ,     ,     ,     ,   86,   99,    4,   72,   16
  215,20160401,   18,    5,   20,   40,   16,    0,   20,   60,    2,   68,   -6,    6,  134,   14,  -23,    6,   96,   74, 1726,    0,    0,    0,    1,   23,10205,10224,   10,10186,   24,    1,    6,   82,   11,    4,   81,  100,    6,   46,   13
  215,20160402,  124,   25,   29,   50,   17,   10,    3,   80,   22,  103,   67,    1,  128,   13,   60,    6,   12,    9,  960,   12,    2,    1,   22,   14,10150,10184,    1,10097,   24,   61,    4,   76,   15,    8,   76,   94,    4,   59,   13
  215,20160403,  157,    7,   39,   60,   11,   20,   19,  100,   12,  139,  116,   19,  173,   16,  106,   24,   75,   57, 1459,   40,   27,   15,   24,   24,10080,10097,   10,10052,   24,   39,   24,   75,   11,    6,   83,   98,   24,   69,   15
  215,20160404,  196,   24,   32,   70,   10,    0,   18,  130,   10,  120,   82,   24,  150,   15,   69,   24,   32,   24,  839,   36,   76,   35,    2,   13,10049,10059,   19,10034,    3,    3,    4,   83,   19,    7,   86,   99,    1,   67,   16
  225,20160401,   75,   18,   33,   70,    2,   10,   18,  100,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20160402,  137,   20,   37,   60,   22,   20,    8,  100,   23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20160403,  130,   17,   50,   80,   20,   20,   13,  110,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  225,20160404,  196,   35,   45,   90,   11,   10,   18,  120,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     
  235,20160401,  104,   12,   22,   50,    2,    0,   19,   80,    2,   73,   37,    5,  108,   16,    5,    6,  112,   86, 1748,    0,    0,    0,    1,   24,10205,10224,   11,10184,   24,   62,   24,   83,   19,    6,   73,   83,    5,   63,   11
  235,20160402,  130,   18,   31,   50,   23,   20,    1,   80,   24,   94,   56,    6,  119,   14,   33,    6,   19,   15,  966,    2,    1,    1,   24,   14,10153,10181,    1,10102,   24,   42,    8,   77,   12,    7,   75,   85,    6,   58,   12
  235,20160403,  187,   18,   47,   70,    8,   10,   17,  110,    8,  122,   97,   19,  146,   17,   82,   24,   91,   69, 1695,    7,    2,    1,    1,   26,10084,10097,   10,10057,   24,   44,   23,   68,   14,    5,   83,   94,    6,   68,   13
  235,20160404,  201,   31,   40,   70,   11,   10,    7,  130,   12,  107,   78,   24,  130,   10,   48,   24,   48,   36,  920,   34,   48,   14,   12,   14,10046,10061,   19,10028,    7,   21,    2,   83,   17,    6,   90,   99,    6,   74,   17
  240,20160401,  126,   20,   30,   40,    3,   20,    6,   80,   15,   82,   23,    6,  134,   14,   -3,    6,  112,   87, 1804,    0,    0,    0,    1,   25,10205,10223,   10,10186,   24,   65,    2,   81,   12,    5,   68,   91,    2,   46,   13
  240,20160402,  136,   27,   30,   60,   23,   10,    6,   90,   23,  106,   74,    4,  129,   13,   61,    6,   11,    8,  926,    0,   -1,   -1,   21,   14,10152,10184,    1,10103,   24,   61,   22,   77,   15,    8,   71,   80,    5,   62,   14
  240,20160403,  165,   23,   42,   70,   12,   10,   17,  110,   12,  145,  120,   24,  192,   17,  114,    6,   80,   61, 1496,   16,   29,   21,   23,   24,10082,10097,    9,10055,   24,   30,   24,   81,   17,    6,   77,   98,   24,   51,   16
  240,20160404,  196,   32,   41,   90,   11,   10,    1,  140,   11,  125,   96,   24,  150,   16,   75,   24,   41,   31,  870,   21,   73,   24,    3,   14,10049,10060,   19,10031,    6,   30,    3,   82,   18,    7,   82,   99,    1,   62,   16
  242,20160401,  140,   24,   32,   50,    1,   20,    5,   80,    1,   67,   27,    3,   96,   17,   16,    6,     ,     ,     ,     ,     ,     ,     ,     ,10206,10226,   11,10185,   24,   66,   23,   81,   13,    5,   75,   87,    4,   57,   13
  242,20160402,  135,   30,   42,   80,   24,   20,   13,  110,   24,   94,   65,    6,  114,   12,   59,    6,     ,     ,     ,     ,     ,     ,     ,     ,10155,10180,    1,10102,   24,   57,    4,   71,   11,    7,   78,   88,    5,   63,   11
  242,20160403,  158,   22,   60,   90,    1,   20,   16,  120,    1,  112,   86,   19,  135,   10,   83,   24,     ,     ,     ,     ,     ,     ,     ,     ,10085,10097,   10,10052,   24,   45,   24,   68,   16,    5,   83,   96,    6,   67,   15
  242,20160404,  193,   41,   56,  110,   12,   20,    6,  140,   12,  105,   86,   20,  124,    9,   79,   24,     ,     ,     ,     ,     ,     ,     ,     ,10045,10060,   19,10027,    7,    9,    3,   83,   16,    6,   91,  100,    5,   74,   15
  249,20160401,  111,   20,   28,   40,    1,   10,    5,   60,    1,   65,  -10,    5,  117,   17,  -40,    6,  119,   92, 1836,    0,    0,    0,    1,   24,     ,     ,     ,     ,     ,   61,   24,   81,   16,     ,   80,   97,    4,   56,   15
  249,20160402,  127,   28,   31,   60,   23,   20,    1,   90,   24,   99,   69,    3,  124,   14,   43,    6,   19,   15,  972,    0,   -1,   -1,   22,   14,     ,     ,     ,     ,     ,   59,    2,   72,   16,     ,   77,   87,    3,   66,   11
